"","HHID","HHSPLITID","STATEID","DISTID","PSUID","NR8","Remittance","NR13B","NR10","NR5","Age","num_non_res","marital_status","relation_to_hh","INCOME","INCOMEPC","INCREMIT","hh_size","COPC","URBAN2011","edu_level","edu_num","Gender","married","unmarried","widowed","urban","non_resident_remits","hhY_minus_Remt","log_hhY_minus_Remt","states_numeric","EAG"
"7856",71,1,"(21) Orissa 21",14,2,"(2) another state",4000,NA,"(06) 6th class","(1) Male",25,2,"(2) Unmarried","(03) Son/Daughter",58220,11644,4000,5,6468.3999023,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,54220,10.9008051230527,21,1
"7857",71,1,"(21) Orissa 21",14,2,"(2) another state",NA,NA,"(06) 6th class","(1) Male",18,2,"(2) Unmarried","(03) Son/Daughter",58220,11644,4000,5,6468.3999023,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,58220,10.9719842172996,21,1
"7858",51,1,"(21) Orissa 21",14,4,"(1) same state",NA,1000,"(12) High Secondary","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",32730,6546,NA,5,13564.7998047,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,32730,10.3960473674952,21,1
"7859",51,2,"(21) Orissa 21",14,4,"(1) same state",7000,NA,"(08) 8th class","(1) Male",40,1,"(1) Married","(02) Wife/Husband",7000,1750,7000,4,10729,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,0,0,21,1
"7860",101,1,"(21) Orissa 21",14,4,"(1) same state",8000,NA,"(10) Secondary","(1) Male",48,1,"(1) Married","(02) Wife/Husband",11000,2750,8000,4,16345,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,3000,8.00636756765025,21,1
"7861",62,1,"(21) Orissa 21",15,1,"(1) same state",18000,NA,"(07) 7th class","(1) Male",19,2,"(2) Unmarried","(03) Son/Daughter",41990,20995,27000,2,10489,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,23990,10.0853923558337,21,1
"7862",62,1,"(21) Orissa 21",15,1,"(1) same state",9000,NA,"(04) 4th class","(1) Male",15,2,"(2) Unmarried","(03) Son/Daughter",41990,20995,27000,2,10489,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,TRUE,32990,10.4039597642226,21,1
"7863",91,1,"(21) Orissa 21",15,1,"(1) same state",NA,NA,"(06) 6th class","(2) Female",12,3,"(2) Unmarried","(03) Son/Daughter",68560,11426.6669922,20000,6,10454.3330078,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,FALSE,68560,11.1354645532717,21,1
"7864",91,1,"(21) Orissa 21",15,1,"(1) same state",NA,NA,"(04) 4th class","(1) Male",10,3,"(2) Unmarried","(03) Son/Daughter",68560,11426.6669922,20000,6,10454.3330078,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,FALSE,68560,11.1354645532717,21,1
"7865",91,1,"(21) Orissa 21",15,1,"(1) same state",20000,NA,"(15) Bachelors","(1) Male",44,3,"(1) Married","(03) Son/Daughter",68560,11426.6669922,20000,6,10454.3330078,"(0) rural 0","Bachelors","5",1,1,0,0,0,TRUE,48560,10.7905554257334,21,1
"7866",121,1,"(21) Orissa 21",15,1,"(1) same state",NA,3000,"(10) Secondary","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",28915,9638.3330078,NA,3,14248,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,28915,10.2721157705923,21,1
"7867",91,1,"(21) Orissa 21",15,2,"(1) same state",20000,NA,"(16) Above Bachelors","(1) Male",22,2,"(2) Unmarried","(03) Son/Daughter",141000,35250,40000,4,57168,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,TRUE,121000,11.7035458245789,21,1
"7868",91,1,"(21) Orissa 21",15,2,"(1) same state",20000,NA,"(13) 1 year post-secondary","(1) Male",18,2,"(2) Unmarried","(03) Son/Daughter",141000,35250,40000,4,57168,"(0) rural 0","1-2 years post-secondary","4",1,0,1,0,0,TRUE,121000,11.7035458245789,21,1
"7869",121,1,"(21) Orissa 21",15,2,"(1) same state",NA,NA,"(15) Bachelors","(1) Male",20,1,"(2) Unmarried","(03) Son/Daughter",63820,15955,NA,4,15649.5,"(0) rural 0","Bachelors","5",1,0,1,0,0,FALSE,63820,11.0638218998322,21,1
"7870",151,1,"(21) Orissa 21",15,2,"(1) same state",NA,NA,"(07) 7th class","(1) Male",22,1,"(1) Married","(03) Son/Daughter",77700,38850,NA,2,45570,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,77700,11.2606105363557,21,1
"7871",120,1,"(21) Orissa 21",15,6,"(1) same state",NA,NA,"(09) 9th class","(1) Male",19,1,"(2) Unmarried","(03) Son/Daughter",73300,12216.6669922,NA,6,7343.6665039,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,73300,11.2023158878747,21,1
"7872",20,1,"(21) Orissa 21",15,8,"(1) same state",NA,150000,"(10) Secondary","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",440000,220000,NA,2,158550,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,440000,12.9945300058944,21,1
"7873",40,1,"(21) Orissa 21",15,8,"(1) same state",NA,70000,"(10) Secondary","(2) Female",15,1,"(2) Unmarried","(03) Son/Daughter",216600,72200,NA,3,83262.6640625,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,216600,12.285807613549,21,1
"7874",80,1,"(21) Orissa 21",15,8,"(1) same state",NA,15000,"(10) Secondary","(1) Male",19,1,"(2) Unmarried","(03) Son/Daughter",182000,60666.6679688,NA,3,49099.3320313,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,182000,12.1117619660589,21,1
"7875",110,1,"(21) Orissa 21",15,8,"(1) same state",NA,60000,"(10) Secondary","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",380000,63333.3320313,NA,6,103886,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,380000,12.8479265317026,21,1
"7876",130,1,"(21) Orissa 21",15,8,"(1) same state",NA,12000,"(10) Secondary","(2) Female",15,1,"(2) Unmarried","(03) Son/Daughter",258400,86133.3359375,NA,3,75250,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,258400,12.4622640508906,21,1
"7877",61,1,"(21) Orissa 21",15,9,"(1) same state",NA,NA,"(07) 7th class","(1) Male",15,1,"(2) Unmarried","(03) Son/Daughter",41680,10420,NA,4,14593,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,41680,10.6377766764272,21,1
"7878",81,1,"(21) Orissa 21",15,9,"(1) same state",NA,60000,"(12) High Secondary","(1) Male",20,1,"(2) Unmarried","(03) Son/Daughter",387000,77400,NA,5,88615.203125,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,387000,12.8661799720119,21,1
"7879",10,1,"(21) Orissa 21",16,1,"(2) another state",60000,NA,"(12) High Secondary","(1) Male",31,1,"(1) Married","(03) Son/Daughter",271500,54300,60000,5,42285.6015625,"(1) urban 1","Classes 11-12","3",1,1,0,0,1,TRUE,211500,12.2619802774685,21,1
"7880",30,1,"(21) Orissa 21",16,1,"(1) same state",NA,30000,"(15) Bachelors","(2) Female",20,1,"(2) Unmarried","(03) Son/Daughter",360000,90000,NA,4,27230,"(1) urban 1","Bachelors","5",0,0,1,0,1,FALSE,360000,12.7938593104323,21,1
"7881",30,1,"(21) Orissa 21",16,2,"(1) same state",150000,NA,"(15) Bachelors","(1) Male",49,3,"(1) Married","(02) Wife/Husband",295000,295000,295000,1,143693,"(1) urban 1","Bachelors","5",1,1,0,0,1,TRUE,145000,11.8844890214027,21,1
"7882",30,1,"(21) Orissa 21",16,2,"(1) same state",NA,120000,"(10) Secondary","(1) Male",19,3,"(2) Unmarried","(03) Son/Daughter",295000,295000,295000,1,143693,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,295000,12.594730635322,21,1
"7883",30,1,"(21) Orissa 21",16,2,"(2) another state",145000,NA,"(15) Bachelors","(1) Male",24,3,"(2) Unmarried","(03) Son/Daughter",295000,295000,295000,1,143693,"(1) urban 1","Bachelors","5",1,0,1,0,1,TRUE,150000,11.9183905730784,21,1
"7884",50,1,"(21) Orissa 21",16,2,"(1) same state",NA,150000,"(12) High Secondary","(2) Female",21,1,"(2) Unmarried","(03) Son/Daughter",780000,390000,NA,2,161188,"(1) urban 1","Classes 11-12","3",0,0,1,0,1,FALSE,780000,13.5670491986658,21,1
"7885",50,1,"(21) Orissa 21",16,4,"(2) another state",20000,NA,"(02) 2nd class","(1) Male",23,1,"(2) Unmarried","(03) Son/Daughter",50300,12575,20000,4,19302,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,TRUE,30300,10.3189029914975,21,1
"7886",51,1,"(21) Orissa 21",17,1,"(1) same state",40000,NA,"(10) Secondary","(1) Male",32,1,"(1) Married","(02) Wife/Husband",76400,9550,40000,8,16031.75,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,36400,10.5023240536248,21,1
"7887",61,1,"(21) Orissa 21",17,1,"(1) same state",NA,NA,"(09) 9th class","(1) Male",35,1,"(4) Separated/Divorced","(02) Wife/Husband",78195,13032.5,NA,6,7091,"(0) rural 0","Classes 6-10","2",1,0,0,0,0,FALSE,78195,11.2669609858703,21,1
"7888",10,9,"(21) Orissa 21",17,5,"(1) same state",NA,6000,"(09) 9th class","(2) Female",14,1,"(2) Unmarried","(03) Son/Daughter",592500,148125,NA,4,105974,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,592500,13.2921061519914,21,1
"7889",30,9,"(21) Orissa 21",17,5,"(2) another state",40000,NA,"(15) Bachelors","(1) Male",55,1,"(1) Married","(02) Wife/Husband",1180000,147500,40000,8,35110,"(1) urban 1","Bachelors","5",1,1,0,0,1,TRUE,1140000,13.9465388203707,21,1
"7890",50,9,"(21) Orissa 21",17,5,"(2) another state",NA,24000,"(16) Above Bachelors","(1) Male",21,1,"(2) Unmarried","(03) Son/Daughter",454000,113500,NA,4,67626,"(1) urban 1","Above Bachelors","6",1,0,1,0,1,FALSE,454000,13.0258524770235,21,1
"7891",60,1,"(21) Orissa 21",17,5,"(2) another state",NA,NA,"(15) Bachelors","(1) Male",56,4,"(1) Married","(02) Wife/Husband",482400,241200,25000,2,416882,"(1) urban 1","Bachelors","5",1,1,0,0,1,FALSE,482400,13.0865289243951,21,1
"7892",60,1,"(21) Orissa 21",17,5,"(1) same state",NA,25000,"(09) 9th class","(2) Female",23,4,"(1) Married","(02) Wife/Husband",482400,241200,25000,2,416882,"(1) urban 1","Classes 6-10","2",0,1,0,0,1,FALSE,482400,13.0865289243951,21,1
"7893",60,1,"(21) Orissa 21",17,5,"(2) another state",NA,50000,"(15) Bachelors","(2) Female",23,4,"(2) Unmarried","(03) Son/Daughter",482400,241200,25000,2,416882,"(1) urban 1","Bachelors","5",0,0,1,0,1,FALSE,482400,13.0865289243951,21,1
"7894",60,1,"(21) Orissa 21",17,5,"(2) another state",25000,NA,"(15) Bachelors","(1) Male",22,4,"(2) Unmarried","(03) Son/Daughter",482400,241200,25000,2,416882,"(1) urban 1","Bachelors","5",1,0,1,0,1,TRUE,457400,13.0333135605708,21,1
"7895",80,9,"(21) Orissa 21",17,5,"(1) same state",NA,70000,"(10) Secondary","(2) Female",42,3,"(1) Married","(02) Wife/Husband",966000,241500,NA,4,98520.5,"(1) urban 1","Classes 6-10","2",0,1,0,0,1,FALSE,966000,13.7809191131947,21,1
"7896",80,9,"(21) Orissa 21",17,5,"(1) same state",NA,15000,"(08) 8th class","(2) Female",13,3,"(2) Unmarried","(03) Son/Daughter",966000,241500,NA,4,98520.5,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,966000,13.7809191131947,21,1
"7897",80,9,"(21) Orissa 21",17,5,"(1) same state",NA,15000,"(04) 4th class","(1) Male",9,3,"(2) Unmarried","(03) Son/Daughter",966000,241500,NA,4,98520.5,"(1) urban 1","Classes 1-5","1",1,0,1,0,1,FALSE,966000,13.7809191131947,21,1
"7898",90,1,"(21) Orissa 21",17,5,"(1) same state",50000,NA,"(12) High Secondary","(2) Female",45,3,"(1) Married","(02) Wife/Husband",596200,149050,70000,4,97568,"(1) urban 1","Classes 11-12","3",0,1,0,0,1,TRUE,546200,13.2107404880217,21,1
"7899",90,1,"(21) Orissa 21",17,5,"(2) another state",20000,NA,"(16) Above Bachelors","(1) Male",31,3,"(1) Married","(03) Son/Daughter",596200,149050,70000,4,97568,"(1) urban 1","Above Bachelors","6",1,1,0,0,1,TRUE,576200,13.2642101016326,21,1
"7900",90,1,"(21) Orissa 21",17,5,"(2) another state",NA,NA,"(16) Above Bachelors","(2) Female",27,3,"(1) Married","(04) Daughter-/Son-inlaw",596200,149050,70000,4,97568,"(1) urban 1","Above Bachelors","6",0,1,0,0,1,FALSE,596200,13.2983314602261,21,1
"7901",130,1,"(21) Orissa 21",17,5,"(2) another state",50000,NA,"(15) Bachelors","(1) Male",42,1,"(1) Married","(07) Brother/Sister",5e+05,83333.3359375,50000,6,48296.6679688,"(1) urban 1","Bachelors","5",1,1,0,0,1,TRUE,450000,13.0170028617465,21,1
"7902",150,9,"(21) Orissa 21",17,5,"(1) same state",NA,NA,"(10) Secondary","(1) Male",35,1,"(1) Married","(03) Son/Daughter",11000,3666.6667481,NA,3,57746.6679688,"(1) urban 1","Classes 6-10","2",1,1,0,0,1,FALSE,11000,9.30565055178051,21,1
"7903",20,1,"(21) Orissa 21",17,6,"(1) same state",NA,5000,"(08) 8th class","(2) Female",14,2,"(2) Unmarried","(03) Son/Daughter",168810,15346.3632813,15000,11,12722,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,168810,12.0365291010954,21,1
"7904",20,1,"(21) Orissa 21",17,6,"(1) same state",15000,NA,"(10) Secondary","(1) Male",44,2,"(1) Married","(03) Son/Daughter",168810,15346.3632813,15000,11,12722,"(1) urban 1","Classes 6-10","2",1,1,0,0,1,TRUE,153810,11.9434733534459,21,1
"7905",140,1,"(21) Orissa 21",17,7,"(1) same state",5000,NA,"(15) Bachelors","(1) Male",37,1,"(1) Married","(02) Wife/Husband",128000,42666.6679688,5000,3,39424,"(1) urban 1","Bachelors","5",1,1,0,0,1,TRUE,123000,11.7199396343546,21,1
"7906",21,1,"(21) Orissa 21",18,1,"(1) same state",NA,48000,"(11) 11th Class","(1) Male",15,1,"(2) Unmarried","(03) Son/Daughter",209600,14971.428711,NA,14,9508,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,209600,12.252956231429,21,1
"7907",31,1,"(21) Orissa 21",18,1,"(1) same state",NA,NA,"(15) Bachelors","(1) Male",NA,1,"(2) Unmarried","(03) Son/Daughter",72100,18025,NA,4,45697.5,"(0) rural 0","Bachelors","5",1,0,1,0,0,FALSE,72100,11.185809323273,21,1
"7908",121,1,"(21) Orissa 21",18,1,"(1) same state",7000,NA,"(16) Above Bachelors","(1) Male",42,1,"(1) Married","(03) Son/Daughter",81500,13583.3330078,7000,6,14980.6669922,"(0) rural 0","Above Bachelors","6",1,1,0,0,0,TRUE,74500,11.2185544043677,21,1
"7909",201,1,"(21) Orissa 21",18,1,"(1) same state",84000,NA,"(15) Bachelors","(1) Male",53,1,"(1) Married","(03) Son/Daughter",264000,44000,84000,6,15562.3330078,"(0) rural 0","Bachelors","5",1,1,0,0,0,TRUE,180000,12.1007121298723,21,1
"7910",251,1,"(21) Orissa 21",18,1,"(1) same state",6000,NA,"(05) 5th class","(1) Male",35,1,"(1) Married","(03) Son/Daughter",8400,8400,6000,1,14296,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,2400,7.78322401633604,21,1
"7911",61,1,"(21) Orissa 21",18,2,"(2) another state",15000,NA,"(08) 8th class","(1) Male",48,2,"(1) Married","(02) Wife/Husband",93350,46675,20000,2,29998,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,78350,11.2689412477842,21,1
"7912",61,1,"(21) Orissa 21",18,2,"(1) same state",5000,NA,"(08) 8th class","(1) Male",21,2,"(2) Unmarried","(03) Son/Daughter",93350,46675,20000,2,29998,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,88350,11.3890614777478,21,1
"7913",71,1,"(21) Orissa 21",18,2,"(1) same state",NA,NA,"(00) none","(2) Female",75,1,"(1) Married","(02) Wife/Husband",64700,10783.3330078,NA,6,13168.6669922,"(0) rural 0","None","0",0,1,0,0,0,FALSE,64700,11.077516480489,21,1
"7914",72,1,"(21) Orissa 21",18,2,"(1) same state",NA,NA,"(00) none","(1) Male",82,1,"(1) Married","(02) Wife/Husband",43500,6214.2856445,NA,7,8264.2861328,"(0) rural 0","None","0",1,1,0,0,0,FALSE,43500,10.6805162170768,21,1
"7915",91,1,"(21) Orissa 21",18,2,"(2) another state",10000,NA,"(10) Secondary","(1) Male",24,2,"(2) Unmarried","(11) Other relatives",41000,5857.1430664,17000,7,21014.2851563,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,31000,10.3417424834673,21,1
"7916",91,1,"(21) Orissa 21",18,2,"(2) another state",7000,NA,"(10) Secondary","(1) Male",21,2,"(2) Unmarried","(11) Other relatives",41000,5857.1430664,17000,7,21014.2851563,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,34000,10.4341158035983,21,1
"7917",111,1,"(21) Orissa 21",18,2,"(1) same state",NA,NA,"(10) Secondary","(1) Male",30,1,"(1) Married","(02) Wife/Husband",29100,3637.5,NA,8,9863,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,29100,10.2784934531596,21,1
"7918",131,1,"(21) Orissa 21",18,2,"(1) same state",NA,25000,"(09) 9th class","(1) Male",14,2,"(2) Unmarried","(03) Son/Daughter",343060,24504.2851563,20000,14,17220.5722656,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,343060,12.7456606379638,21,1
"7919",131,1,"(21) Orissa 21",18,2,"(2) another state",20000,NA,"(12) High Secondary","(1) Male",19,2,"(2) Unmarried","(03) Son/Daughter",343060,24504.2851563,20000,14,17220.5722656,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,323060,12.6855933434677,21,1
"7920",142,1,"(21) Orissa 21",18,2,"(1) same state",NA,5000,"(14) 2 years post-secondary","(2) Female",19,1,"(2) Unmarried","(03) Son/Daughter",26810,8936.6669922,NA,3,28584,"(0) rural 0","1-2 years post-secondary","4",0,0,1,0,0,FALSE,26810,10.19653023123,21,1
"7921",161,1,"(21) Orissa 21",18,2,"(1) same state",10000,NA,"(10) Secondary","(1) Male",23,1,"(2) Unmarried","(03) Son/Daughter",64100,21366.6660156,10000,3,16857.3339844,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,54100,10.8985894648346,21,1
"7922",211,1,"(21) Orissa 21",18,2,"(2) another state",10000,NA,"(09) 9th class","(1) Male",27,1,"(1) Married","(02) Wife/Husband",25650,5130,10000,5,14261.5996094,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,15650,9.6582261959683,21,1
"7923",212,1,"(21) Orissa 21",18,2,"(2) another state",10000,NA,"(09) 9th class","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",37520,12506.6669922,10000,3,16840,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,27520,10.2226682920473,21,1
"7924",231,1,"(21) Orissa 21",18,2,"(1) same state",NA,20000,"(12) High Secondary","(1) Male",16,2,"(2) Unmarried","(03) Son/Daughter",32800,10933.3330078,7000,3,41474.6679688,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,32800,10.3981837943722,21,1
"7925",231,1,"(21) Orissa 21",18,2,"(1) same state",7000,NA,"(09) 9th class","(1) Male",17,2,"(2) Unmarried","(03) Son/Daughter",32800,10933.3330078,7000,3,41474.6679688,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,25800,10.1581297709097,21,1
"7926",261,1,"(21) Orissa 21",18,2,"(1) same state",25000,NA,"(12) High Secondary","(1) Male",30,1,"(2) Unmarried","(03) Son/Daughter",109050,15578.5712891,25000,7,31881.7148438,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,84050,11.3391671388368,21,1
"7927",271,1,"(21) Orissa 21",18,2,"(1) same state",NA,NA,"(00) none","(1) Male",5,1,"(2) Unmarried","(03) Son/Daughter",40140,8028,NA,5,16072,"(0) rural 0","None","0",1,0,1,0,0,FALSE,40140,10.6001286223503,21,1
"7928",272,1,"(21) Orissa 21",18,2,"(2) another state",20000,NA,"(07) 7th class","(1) Male",53,1,"(1) Married","(02) Wife/Husband",108000,21600,20000,5,16814,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,88000,11.3850920934603,21,1
"7929",281,4,"(21) Orissa 21",18,2,"(1) same state",NA,NA,"(05) 5th class","(1) Male",48,1,"(4) Separated/Divorced","(02) Wife/Husband",14700,3675,NA,4,8372.5,"(0) rural 0","Classes 1-5","1",1,0,0,0,0,FALSE,14700,9.59560277276683,21,1
"7930",301,1,"(21) Orissa 21",18,2,"(2) another state",15000,NA,"(09) 9th class","(1) Male",32,2,"(1) Married","(02) Wife/Husband",36790,7358,15000,5,11137.5996094,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,21790,9.98920642793867,21,1
"7931",301,1,"(21) Orissa 21",18,2,"(1) same state",NA,NA,"(09) 9th class","(1) Male",42,2,"(1) Married","(06) Father/Mother",36790,7358,15000,5,11137.5996094,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,36790,10.5129813480988,21,1
"7932",40,1,"(21) Orissa 21",18,3,"(1) same state",NA,2000,"(15) Bachelors","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",66760,13352,NA,5,17143.1992188,"(0) rural 0","Bachelors","5",1,0,1,0,0,FALSE,66760,11.1088593777758,21,1
"7933",190,2,"(21) Orissa 21",18,3,"(1) same state",NA,NA,"(00) none","(1) Male",72,1,"(1) Married","(02) Wife/Husband",61500,8785.7138672,NA,7,6817.7143555,"(0) rural 0","None","0",1,1,0,0,0,FALSE,61500,11.0267924537946,21,1
"7934",190,3,"(21) Orissa 21",18,3,"(1) same state",NA,NA,"(00) none","(2) Female",62,1,"(1) Married","(02) Wife/Husband",53500,13375,NA,4,15508.5,"(0) rural 0","None","0",0,1,0,0,0,FALSE,53500,10.8874369328841,21,1
"7935",21,2,"(21) Orissa 21",18,5,"(2) another state",48000,NA,"(09) 9th class","(1) Male",21,1,"(2) Unmarried","(07) Brother/Sister",126640,31660,48000,4,23717.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,78640,11.272635754821,21,1
"7936",22,1,"(21) Orissa 21",18,5,"(1) same state",15000,NA,"(09) 9th class","(1) Male",24,1,"(2) Unmarried","(03) Son/Daughter",52430,17476.6660156,15000,3,14355.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,37430,10.5302278008985,21,1
"7937",31,1,"(21) Orissa 21",18,5,"(2) another state",11000,NA,"(09) 9th class","(1) Male",20,2,"(2) Unmarried","(03) Son/Daughter",149200,29840,19000,5,22216.8007813,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,138200,11.8364571903157,21,1
"7938",31,1,"(21) Orissa 21",18,5,"(2) another state",8000,NA,"(07) 7th class","(1) Male",17,2,"(2) Unmarried","(03) Son/Daughter",149200,29840,19000,5,22216.8007813,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,141200,11.8579326040413,21,1
"7939",71,1,"(21) Orissa 21",18,5,"(2) another state",25000,NA,"(09) 9th class","(1) Male",26,1,"(2) Unmarried","(03) Son/Daughter",80300,13383.3330078,25000,6,14327.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,55300,10.9205281875104,21,1
"7940",81,1,"(21) Orissa 21",18,5,"(2) another state",3000,NA,"(07) 7th class","(1) Male",25,3,"(2) Unmarried","(03) Son/Daughter",44100,7350,8000,6,19734.3339844,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,41100,10.6237634004843,21,1
"7941",81,1,"(21) Orissa 21",18,5,"(2) another state",3000,NA,"(08) 8th class","(1) Male",23,3,"(2) Unmarried","(03) Son/Daughter",44100,7350,8000,6,19734.3339844,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,41100,10.6237634004843,21,1
"7942",81,1,"(21) Orissa 21",18,5,"(2) another state",2000,NA,"(06) 6th class","(1) Male",19,3,"(2) Unmarried","(03) Son/Daughter",44100,7350,8000,6,19734.3339844,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,42100,10.6478030196705,21,1
"7943",122,1,"(21) Orissa 21",18,5,"(2) another state",NA,3000,"(09) 9th class","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",15890,3972.5,NA,4,29421,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,15890,9.67344525953076,21,1
"7944",191,1,"(21) Orissa 21",18,5,"(2) another state",22000,NA,"(08) 8th class","(1) Male",20,1,"(2) Unmarried","(03) Son/Daughter",53830,10766,22000,5,8380.4003906,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,31830,10.3681645202761,21,1
"7945",211,1,"(21) Orissa 21",18,5,"(1) same state",10000,NA,"(09) 9th class","(1) Male",27,2,"(2) Unmarried","(03) Son/Daughter",46499,9299.7998047,14000,5,22098,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,36499,10.505040141935,21,1
"7946",211,1,"(21) Orissa 21",18,5,"(1) same state",4000,NA,"(09) 9th class","(1) Male",19,2,"(2) Unmarried","(03) Son/Daughter",46499,9299.7998047,14000,5,22098,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,42499,10.6572358252239,21,1
"7947",11,1,"(21) Orissa 21",19,1,"(2) another state",10000,NA,"(08) 8th class","(1) Male",35,2,"(1) Married","(03) Son/Daughter",23000,11500,21000,2,10673,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,13000,9.47270463644367,21,1
"7948",11,1,"(21) Orissa 21",19,1,"(2) another state",11000,NA,"(06) 6th class","(1) Male",32,2,"(1) Married","(03) Son/Daughter",23000,11500,21000,2,10673,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,12000,9.39266192877014,21,1
"7949",41,1,"(21) Orissa 21",19,1,"(2) another state",26000,NA,"(05) 5th class","(1) Male",45,1,"(1) Married","(02) Wife/Husband",27500,9166.6669922,26000,3,9282,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,1500,7.3132203870903,21,1
"7950",62,1,"(21) Orissa 21",19,1,"(1) same state",25000,NA,"(06) 6th class","(1) Male",45,1,"(1) Married","(02) Wife/Husband",26500,6625,25000,4,17240,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,1500,7.3132203870903,21,1
"7951",81,1,"(21) Orissa 21",19,1,"(1) same state",3000,NA,"(07) 7th class","(1) Male",30,2,"(1) Married","(03) Son/Daughter",36050,12016.6669922,5000,3,9349,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,33050,10.4057768452798,21,1
"7952",81,1,"(21) Orissa 21",19,1,"(2) another state",2000,NA,"(09) 9th class","(1) Male",27,2,"(1) Married","(03) Son/Daughter",36050,12016.6669922,5000,3,9349,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,34050,10.4355853115777,21,1
"7953",121,1,"(21) Orissa 21",19,1,"(2) another state",22000,NA,"(07) 7th class","(1) Male",38,1,"(1) Married","(02) Wife/Husband",24900,6225,22000,4,12673,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,2900,7.97246601597457,21,1
